Title,Rating,Price,Pages,Genre,Reviews,Review_Density,Price_Bucket,Popularity_Score,Success_Category
Judicial Resource Book on Violence Against Women for Asia,4.1,841,261,Science,2326,8.912,Mid-range,5.38,Medium
Continental India,4.4,509,743,Philosophy,1508,2.03,Mid-range,5.42,Medium
Law relating to entry into and exit from India,4.4,153,324,Self-Help,53,0.164,Budget,4.26,Low
Impact of education on scheduled caste youth in India,4.9,800,139,Fiction,2393,17.216,Mid-range,5.91,High
Ancient India as described by Megasthenes and Arrian,4.1,1198,234,History,856,3.658,Premium,5.03,Medium
Report on the survey of cottage industries in Bengal,3.8,448,145,Politics,2044,14.097,Mid-range,5.14,Medium
A woman's book of balance,4.9,1074,240,Politics,1659,6.912,Premium,5.78,High
Bengal public health report,4.3,492,104,Classic,758,7.288,Mid-range,5.12,Medium
Fihrist-i kutub-i Arab va Frs va Urd,3.6,653,119,Philosophy,1509,12.681,Mid-range,4.9,Medium
"Mané, a new initiative in public housing for Karnataka's middle income and weaker sections",3.3,1280,136,Politics,1347,9.904,Premium,4.67,Low
"The Indian sale of goods act, 1930 (Act IX of 1930)",4.7,946,671,Fiction,1905,2.839,Premium,5.7,High
"A geographical, statistical, and historical description of the district, or zila, of Dinajpur, in the province, or soubah, of Bengal",3.7,180,342,Philosophy,136,0.398,Budget,4.13,Low
New India directory of libraries & educational institutions,4.3,1331,259,Philosophy,1524,5.884,Premium,5.36,Medium
"Geopolitics, Security and Bilateral Relations",3.9,925,789,Politics,2470,3.131,Premium,5.27,Medium
Barkat,3.4,1209,580,Philosophy,2053,3.54,Premium,4.88,Medium
The song of the loom,4.2,843,131,Science,1719,13.122,Mid-range,5.34,Medium
A descriptive and classified catalogue of Hindi Christian literature,3.1,276,31,Fiction,1943,62.677,Budget,4.67,Low
Village and village life in ancient India,3.8,610,350,Classic,1630,4.657,Mid-range,5.06,Medium
Rājdarshani,4.1,238,268,History,2300,8.582,Budget,5.37,Medium
"A Phrenologist Amongst the Todas, Or, The Study of a Primitive Tribe in South India: History ...",3.9,1225,271,Politics,1327,4.897,Premium,5.05,Medium
A text book of Specific Relief Act,4.5,572,240,Science,995,4.146,Mid-range,5.34,Medium
Spirit of the Jungle,5.0,641,280,Fiction,1,0.004,Mid-range,3.49,Low
"The Indian Story Book - Containing Tales From the Ramayana. The Mahabharata, And Other Early Sources",4.7,293,272,Classic,2076,7.632,Budget,5.73,High
A Record of Buddhistic Kingdoms Being an Account by the Chinese Monk Fa-Hien of His Travels in India and Ceylon in Search of the Buddhist Books of Discipline,4.5,585,200,Biography,734,3.67,Mid-range,5.23,Medium
Large Print Address Book,3.1,1437,145,Classic,1945,13.414,Premium,4.67,Low
Marine ecosystems challenges and opportunities,3.4,904,274,Religion,2446,8.927,Premium,4.94,Medium
Dialectics of defeat,4.1,346,144,Philosophy,2448,17.0,Budget,5.4,Medium
Carpenters and Kings,4.9,729,256,History,863,3.371,Mid-range,5.55,High
"Mahadev Govind Ranade (Political Thinkers of Modern India, No 3)",4.7,537,538,Politics,379,0.704,Mid-range,5.13,Medium
Precious Pills,4.7,172,364,Fiction,2243,6.162,Budget,5.76,High
Wages of segmentation,3.6,1192,211,Politics,504,2.389,Premium,4.52,Low
Hicky's Bengal Gazette,3.9,853,142,Biography,1448,10.197,Mid-range,5.08,Medium
The law relating to trade unions in India,3.9,1275,725,Religion,2100,2.897,Premium,5.21,Medium
The contribution of the Śaṅkaradeva movement to the culture and civilisation of India,3.3,930,31,Fiction,1508,48.645,Premium,4.71,Low
THE CURSE OF KALI,3.1,193,360,History,715,1.986,Budget,4.32,Low
A hand book on Azad Jammu & Kashmir,4.9,534,347,History,2224,6.409,Mid-range,5.88,High
In the Minds of Men the Study of Human Behavior and Social Tensions in India,3.5,556,322,Fiction,584,1.814,Mid-range,4.51,Low
"Class, Caste and Colony",3.5,328,741,Philosophy,1851,2.498,Budget,4.91,Medium
Indo-Pacific region,3.2,129,185,Politics,221,1.195,Budget,3.97,Low
Himalayan Passage,4.9,434,302,Science,1218,4.033,Mid-range,5.67,High
Take Your Camera,4.2,759,32,Classic,1287,40.219,Mid-range,5.24,Medium
The force born of truth,4.3,668,160,Politics,1489,9.306,Mid-range,5.35,Medium
The law relating to telephones in India,4.8,276,373,History,93,0.249,Budget,4.71,Low
"The book of common prayer, and administration of the sacraments and other rites and ceremonies of the church",3.7,923,723,Classic,115,0.159,Premium,4.07,Low
The book of Indian reptiles,4.2,667,141,Philosophy,1916,13.589,Mid-range,5.38,Medium
Cultural imperialism,3.1,508,247,Politics,192,0.777,Mid-range,3.86,Low
The Prince,3.8,876,156,Science,108,0.692,Mid-range,4.11,Low
The grand Mogul,3.4,1360,199,Biography,1942,9.759,Premium,4.86,Medium
Centrepiece,4.7,1401,200,History,2222,11.11,Premium,5.75,High
The Rise & Fall of British India Imperialism and Inequality,4.5,176,250,Politics,2356,9.424,Budget,5.64,High
"The Sama Veda (Great Epics of India: Veda, 3)",3.7,1032,745,Religion,277,0.372,Premium,4.37,Low
"The Yajur Veda (Great Epics of India: Veda, 2)",3.8,735,235,Politics,2241,9.536,Mid-range,5.17,Medium
Guest of Honour presentation of India,4.1,639,113,Self-Help,349,3.088,Mid-range,4.72,Low
Crossing the Stream,3.0,1281,704,History,1274,1.81,Premium,4.45,Low
India and her cultural ties with South-East Asia,3.5,1290,156,Politics,180,1.154,Premium,4.09,Low
Conflict,3.4,1308,548,Science,205,0.374,Premium,4.07,Low
"Census of India, 1931, United Provence of Agra & Oudn",3.5,111,128,History,162,1.266,Budget,4.06,Low
Living Wood,4.6,268,210,Science,659,3.138,Budget,5.26,Medium
Philosophies of India. Edited by Joseph Campbell (Bollingen series),3.6,930,163,Religion,2094,12.847,Premium,5.02,Medium
Memoir on the Affairs of the East-India Company,3.4,548,224,Classic,221,0.987,Mid-range,4.1,Low
"Insights Dharma, India & the World Order (Insights into Theology)",4.0,548,272,Poetry,1634,6.007,Mid-range,5.19,Medium
Bengal,4.7,1229,195,Politics,491,2.518,Premium,5.22,Medium
Ss4 09 Let Us Know Our India 4,3.5,526,440,Philosophy,2326,5.286,Mid-range,4.99,Medium
Pilgrimage,3.2,1055,768,History,2122,2.763,Premium,4.76,Low
East and West,3.7,1015,227,Politics,930,4.097,Premium,4.8,Low
Prince of India or Why Constantinople Fell - Vol. 1,4.5,1221,510,Classic,1591,3.12,Premium,5.51,High
Basic and the Teaching of English in India (1938),4.1,730,376,Politics,1049,2.79,Mid-range,5.1,Medium
Brief History of the Bhopal Principality in Central India,4.6,325,709,Poetry,1093,1.542,Budget,5.44,Medium
Letters to the People of India on Responsible Government,4.9,546,208,Biography,2179,10.476,Mid-range,5.88,High
Int. India-Yes Min/Yes PM Bind Up Pb,4.6,302,421,Poetry,2213,5.257,Budget,5.69,High
Muslim Women in India (Women in the Third World),4.2,1067,156,Philosophy,249,1.596,Premium,4.66,Low
Social Movements in India Tribal Sectarian and Women's Movements,4.0,774,555,Poetry,1766,3.182,Mid-range,5.22,Medium
Peacock,3.1,1420,142,Philosophy,1349,9.5,Premium,4.54,Low
"Lala Lajpat Rai (Political Thinkers of Modern India, 15)",5.0,733,780,Classic,480,0.615,Mid-range,5.41,Medium
"Advances in Forestry Research in India, Vol. I, 1988",3.8,115,439,History,826,1.882,Budget,4.82,Medium
World Trade Organization and India's Trade Policy in Services,3.3,1459,203,Poetry,1951,9.611,Premium,4.8,Low
Churches and Convents of Goa (India (Antique Collectors Club)),4.3,717,144,Science,2293,15.924,Mid-range,5.5,Medium
Empire calling,3.6,1143,176,Religion,78,0.443,Premium,3.87,Low
Diamond Exile,4.2,539,640,History,1119,1.748,Mid-range,5.19,Medium
Nineteen Fires,4.2,1367,406,History,2495,6.145,Premium,5.47,Medium
"Advances in Forestry Research in India, Vol. II, 1988",3.9,1367,848,Poetry,747,0.881,Premium,4.85,Medium
Wild Races,4.7,1070,815,History,1175,1.442,Premium,5.53,High
International Departures,3.5,491,220,Classic,517,2.35,Mid-range,4.46,Low
The Bhilsa Topes or Buddhist Monuments of Central India,3.9,823,406,Science,929,2.288,Mid-range,4.93,Medium
Kannur,4.1,835,294,Philosophy,1348,4.585,Mid-range,5.19,Medium
Lord Clive - the Foundation of British Rule in India,4.3,1385,340,Science,2134,6.276,Premium,5.48,Medium
Journal of a Visit to India and the East,4.6,319,190,Poetry,249,1.311,Budget,4.92,Medium
India and the West - a Study in Co-Operation,3.8,1131,194,Classic,352,1.814,Premium,4.52,Low
"Post Independence India, 1947-1990 Booklet and Teacher's Guide",4.3,545,514,Philosophy,2344,4.56,Mid-range,5.51,High
Role of Women's Education in Shaping Fertility in India,3.3,113,143,Fiction,1916,13.399,Budget,4.79,Low
Glossary of Revenue and Allied Terms in South India,4.9,486,274,Self-Help,1627,5.938,Mid-range,5.77,High
Crucial Years of Non Alignment USA Korean War India,3.8,741,802,Politics,740,0.923,Mid-range,4.78,Low
Bhakti Religion in North India ( Community Identity & Political Action,4.5,1145,320,Biography,2211,6.909,Premium,5.62,High
An Omnibus of Non-Timber Forest Products of India,3.0,324,397,History,1294,3.259,Budget,4.46,Low
Family Violence in India (Women in the Third World),3.4,334,129,History,710,5.504,Budget,4.51,Low
Adventures of Young Krishna (The Blue God of India),4.0,1464,114,History,76,0.667,Premium,4.12,Low
The Subcontinent of India Teacher's Resource Manual (Regional Studies),4.8,1099,111,Fiction,2375,21.396,Premium,5.84,High
Raj,4.1,810,736,Fiction,2241,3.045,Mid-range,5.37,Medium
Fauna of British India Including Ceylon and Burma - Birds,4.9,1257,468,Classic,1505,3.216,Premium,5.75,High
"The Last Empire, Photography In British India, 1855-1911",4.0,1301,164,Science,769,4.689,Premium,4.93,Medium
An eye to India The Unmasking Of A Tyranny,4.0,891,578,Philosophy,697,1.206,Mid-range,4.89,Medium
State of India's Environment (A Citizens Report) Vol.3,3.2,536,155,Science,579,3.735,Mid-range,4.31,Low
Pirates of Malabar and an English Woman in India,4.6,1174,351,Science,1682,4.792,Premium,5.59,High
Social Welfare Manpower in North India (Approx 180p),3.5,680,749,Biography,1724,2.302,Mid-range,4.88,Medium
Just Chicken,4.8,1404,136,History,1998,14.691,Premium,5.78,High
Criminal Justice,4.8,1167,310,History,368,1.187,Premium,5.19,Medium
Gobernación Espiritual y Temporal de Las Indias (Classic Reprint),4.9,786,364,Fiction,1110,3.049,Mid-range,5.64,High
"Delhi, Here We Come (Discover India City by City)",4.0,464,384,Science,2397,6.242,Mid-range,5.32,Medium
"Mumbai, Here We Come (Discover India City by City)",4.4,368,508,Biography,2261,4.451,Budget,5.56,High
Gods and Goddesses of India;14 Navagrahas (Nine Planets),4.6,1416,126,Self-Help,1198,9.508,Premium,5.47,Medium
Looking Back,3.3,1317,418,Fiction,1739,4.16,Premium,4.76,Low
An Historical Sketch of the Native States of India,4.2,1494,398,Fiction,2333,5.862,Premium,5.44,Medium
"Advances in Agricultural Research in India Vol. XVIII, 2003",3.1,177,556,Politics,2235,4.02,Budget,4.71,Low
Folk Tales of Kashmir (Folk Tales of India Series),4.0,288,365,Self-Help,2212,6.06,Budget,5.3,Medium
The Wisdom of Saankyha (The Wisdom of India Series),3.3,1148,223,History,2253,10.103,Premium,4.85,Medium
The Wisdom of Nyaaya (The Wisdom of India Series),3.4,1425,503,Science,905,1.799,Premium,4.59,Low
Famous Stories of Folk Tales of India. Colour Illustrations,3.7,770,106,History,884,8.34,Mid-range,4.78,Low
India's glorious freedom struggle and the post-independence era,3.9,457,112,History,805,7.188,Mid-range,4.88,Medium
Brodies notes on E.M. Forster's passage to India,4.2,1058,80,Fiction,476,5.95,Premium,4.89,Medium
Law of contribution in British India,3.1,1217,378,History,364,0.963,Premium,4.08,Low
State financing of private enterprise in post-war India,4.0,435,188,Classic,573,3.048,Mid-range,4.82,Medium
"Folklore of Southern India or, Tales of the Sun",3.4,1287,320,Poetry,1040,3.25,Premium,4.64,Low
Dramatic Decade,4.1,1002,98,Self-Help,807,8.235,Premium,5.01,Medium
Our Parliament An Introduction To The Parliment Of India,4.3,440,352,Science,1839,5.224,Mid-range,5.43,Medium
Saving and economic development with special reference to India,4.1,933,97,Self-Help,724,7.464,Premium,4.97,Medium
Cartel regulation,4.5,666,375,Politics,1147,3.059,Mid-range,5.39,Medium
Fera/Exchange Control in India (Foreign Exchange Regulation Act),3.7,171,848,History,2314,2.729,Budget,5.12,Medium
Banyan Tree Adventures,4.5,1165,328,History,831,2.534,Premium,5.28,Medium
Commercial Guide to the Forest Economic Products of India,3.9,510,200,Science,972,4.86,Mid-range,4.94,Medium
The toymakers,4.0,997,157,Science,834,5.312,Premium,4.95,Medium
External Policy of India (During the 19th Century),4.3,937,669,Classic,1568,2.344,Premium,5.37,Medium
Agricultural Development in India (An Analytical State-Wise Study),3.0,743,146,Biography,163,1.116,Mid-range,3.73,Low
Money and markets from pre-colonial to colonial India,4.3,120,187,Religion,882,4.717,Budget,5.17,Medium
Legal remedies as available under various enactments in India,4.2,1124,218,Politics,1236,5.67,Premium,5.22,Medium
Breaching the Citadel,3.6,777,320,History,1827,5.709,Mid-range,4.97,Medium
Pahari Masters,3.2,1199,104,Science,394,3.788,Premium,4.17,Low
The law & practice relating to marriages in India & Burma,3.2,702,363,Science,696,1.917,Mid-range,4.37,Low
Select bibliography of articles on India's five year plans,4.8,187,50,Poetry,1309,26.18,Budget,5.63,High
Folklore in Southern India or Tales of the Sun,4.4,116,450,Politics,575,1.278,Budget,5.08,Medium
An outline history of the communist movement in India,3.3,1452,157,History,882,5.618,Premium,4.52,Low
Comparative industrial growth of India and Pakistan since independence,3.7,1042,221,Religion,2141,9.688,Premium,5.09,Medium
Human sacrifice and head-hunting in North-Eastern India,4.2,1333,102,Poetry,900,8.824,Premium,5.11,Medium
Contribution of animation techniques to India's contemporary film Industry,4.7,923,213,Fiction,2293,10.765,Premium,5.76,High
Puspika,3.1,482,254,Politics,1862,7.331,Mid-range,4.65,Low
"Production, consumption, and trade of forest products in India",3.5,739,342,Politics,2375,6.944,Mid-range,5.0,Medium
Going places,4.8,1269,166,Fiction,985,5.934,Premium,5.53,High
"Administration of Sir John Lawrence in India, 1864-1869",3.0,552,284,Politics,2415,8.504,Mid-range,4.68,Low
Managing spoilers for sustainable peace between India and Pakistan,3.4,915,117,Self-Help,495,4.231,Premium,4.38,Low
Kids around the world,4.9,409,273,Philosophy,1358,4.974,Mid-range,5.71,High
The orbiting professor and other reflections on India's education,4.2,1030,184,Classic,544,2.957,Premium,4.94,Medium
History of architecture and ancient building materials in India,3.5,591,577,Poetry,1468,2.544,Mid-range,4.83,Medium
Terrorism and counter terrorism in South Asia and India,3.1,859,220,Philosophy,581,2.641,Mid-range,4.24,Low
Strategy for increasing India's exports to South-East Asia,3.1,100,35,Fiction,588,16.8,Budget,4.25,Low
Theory & practice of co-operation in India and abroad,3.5,140,581,Science,1225,2.108,Budget,4.76,Low
The British Historical Context and Petitioning in Colonial India,4.8,771,40,Politics,125,3.125,Mid-range,4.81,Medium
Development induced displacement,3.8,311,112,Poetry,2258,20.161,Budget,5.17,Medium
Una filosofía del silencio,4.4,1456,70,Philosophy,1180,16.857,Premium,5.34,Medium
Glossary of revenue and allied terms of South India,4.8,403,266,Religion,719,2.703,Mid-range,5.42,Medium
India's foreign trade with the European Economic Community (EEC),3.8,790,266,Classic,1163,4.372,Mid-range,4.94,Medium
Pupik,3.4,1277,128,Fiction,91,0.711,Premium,3.79,Low
Conflict between adolescent girls and their parents in India,4.0,715,128,Religion,774,6.047,Mid-range,4.93,Medium
"The government of the federal capital of India, Delhi",4.8,622,312,Politics,924,2.962,Mid-range,5.51,High
Hippocrene Companion Guide to Southern India (Hippocrene Companion Guides),4.6,124,301,Science,71,0.236,Budget,4.49,Low
Socio-economic status of farming communities in Northern India,3.1,907,91,Self-Help,1023,11.242,Premium,4.44,Low
Problems of Zamindari and land tenure reconstruction in India,4.4,124,310,Politics,1307,4.216,Budget,5.37,Medium
Political economy of public distribution of food in India,4.1,695,272,Politics,1282,4.713,Mid-range,5.17,Medium
Readings in foreign language teaching (L₅) in India,4.8,1229,248,Fiction,2322,9.363,Premium,5.83,High
Sita returns,3.2,1242,310,Poetry,704,2.271,Premium,4.38,Low
John Marshall in India - Notes and Observations in Bengal,4.1,207,488,Religion,1792,3.672,Budget,5.29,Medium
Bengali love poems,4.8,1453,120,Biography,1650,13.75,Premium,5.71,High
Neolithic settlement pattern of north-eastern and northern India,3.8,279,241,Religion,2124,8.813,Budget,5.15,Medium
Artisan camera,4.0,980,94,Self-Help,969,10.309,Premium,5.01,Medium
Provocations,3.1,230,246,Poetry,1693,6.882,Budget,4.62,Low
Post-war Gulf,3.6,702,213,Politics,2436,11.437,Mid-range,5.07,Medium
The market economy and the agrarian crisis in India,3.6,852,20,Self-Help,2299,114.95,Mid-range,5.05,Medium
Prayers and meditations compiled from the scriptures of India,4.9,858,136,Religion,1445,10.625,Mid-range,5.73,High
A short history of the Communist Party of India,3.6,267,72,Politics,1604,22.278,Budget,4.92,Medium
Great Soul Mahatma Gandhi And His Struggle With India,3.9,322,192,Self-Help,1066,5.552,Budget,4.98,Medium
Interrogating Modernity,4.3,568,379,Poetry,1310,3.456,Mid-range,5.31,Medium
"India's on Southeast Asia for security, peace, and development",3.3,377,188,Politics,2185,11.622,Budget,4.84,Medium
Practice and procedure of the Supreme Court of India,4.0,289,165,Classic,1643,9.958,Budget,5.19,Medium
Pukka Indian,4.5,630,224,Philosophy,1196,5.339,Mid-range,5.41,Medium
Laymen's opinions of the value of missions in India,4.7,720,26,Biography,2335,89.808,Mid-range,5.77,High
Body city,4.3,1313,359,Self-Help,2180,6.072,Premium,5.49,Medium
My Peking memoirs of the Chinese invasion of India,4.3,317,193,Classic,2233,11.57,Budget,5.49,Medium
